# 红区端口扫描报告
# 扫描开始时间: 2025-12-25 08:54:58
# 扫描结束时间: 2025-12-25 10:28:25
# 扫描用时: 1小时33分钟28秒
# 发现主机数: 513 台
#============================================================

10.32.20.1    7547
10.44.201.237    2000,5060
10.44.201.238    2000,5060
10.44.201.239    2000,5060
10.44.201.240    2000,5060
10.44.201.241    2000,5060
10.44.201.242    2000,5060
10.44.201.243    2000,5060
10.44.201.244    2000,5060
10.44.201.245    2000,5060
10.44.201.246    2000,5060
10.44.201.247    2000,5060
10.44.201.248    2000,5060
10.44.201.249    2000,5060
10.44.201.250    2000,5060
10.44.201.251    2000,5060
10.44.201.252    2000,5060
10.44.201.253    2000,5060
10.44.201.254    2000,5060
10.44.201.255    2000,5060
10.44.205.0    2000,5060
10.44.205.1    2000,5060
10.44.205.2    2000,5060
10.44.205.3    2000,5060
10.44.205.4    2000,5060
10.44.205.5    2000,5060
10.44.205.6    2000,5060
10.44.205.7    2000,5060
10.44.205.8    2000,5060
10.44.205.9    2000,5060
10.44.205.10    2000,5060
10.44.205.11    2000,5060
10.44.205.12    2000,5060
10.44.205.13    2000,5060
10.44.205.14    2000,5060
10.44.205.15    2000,5060
10.44.205.16    2000,5060
10.44.205.17    2000,5060
10.44.205.18    2000,5060
10.44.205.19    2000,5060
10.44.205.20    2000,5060
10.44.205.21    2000,5060
10.44.205.22    2000,5060
10.44.205.23    2000,5060
10.44.205.24    2000,5060
10.44.205.25    2000,5060
10.44.205.26    2000,5060
10.44.205.27    2000,5060
10.44.205.28    2000,5060
10.44.205.29    2000,5060
10.44.205.30    2000,5060
10.44.205.31    2000,5060
10.44.205.32    2000,5060
10.44.205.33    2000,5060
10.44.205.34    2000,5060
10.44.205.35    2000,5060
10.44.205.36    2000,5060
10.44.205.37    2000,5060
10.44.205.38    2000,5060
10.44.205.39    2000,5060
10.44.205.40    2000,5060
10.44.205.41    2000,5060
10.44.205.42    2000,5060
10.44.205.43    2000,5060
10.44.205.44    2000,5060
10.44.205.45    2000,5060
10.44.205.46    2000,5060
10.44.205.47    2000,5060
10.44.205.48    2000,5060
10.44.205.49    2000,5060
10.44.205.50    2000,5060
10.44.205.51    2000,5060
10.44.205.52    2000,5060
10.44.205.53    2000,5060
10.44.205.54    2000,5060
10.44.205.55    2000,5060
10.44.205.56    2000,5060
10.44.205.57    2000,5060
10.44.205.58    2000,5060
10.44.205.59    2000,5060
10.44.205.60    2000,5060
10.44.205.61    2000,5060
10.44.205.62    2000,5060
10.44.205.63    2000,5060
10.44.205.64    2000,5060
10.44.205.65    2000,5060
10.44.205.66    2000,5060
